ef_id,category_code,category_name_th,category_name_en,ef_name,ef_description,unit,factor_value,source_name,source_detail,updated_tag,raw_text
332,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,เศษยาง,DRC 55%; ไมม่กีารเตมิสารรักษาสภาพนำ้ยาง; ครอบคลมุตลอดชว่งอายุ 25 ปี; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0364,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"332. | เศษยาง | DRC 55%; ไมม่กีารเตมิสารรักษาสภาพน้ำยาง; ครอบคลมุตลอดชว่งอายุ 25 ปี; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0364 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
333,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดคา่เฉลยี่ประเทศไทย,จากการปลกูปาลม์นำ้มันทั่วประเทศไทยทงั้ขนาดพนื้ทนี่อ้ยกวา่และมากกวา่250 ไร่; ครอบคลมุตลอดชว่งอายุ25 ปี; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0717,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"333. | ผลปาลม์ทะลายสดคา่เฉลยี่ประเทศไทย | จากการปลกูปาลม์น้ำมันทั่วประเทศไทยทงั้ขนาดพนื้ทนี่อ้ยกวา่และมากกวา่250 ไร่; ครอบคลมุตลอดชว่งอายุ25 ปี; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0717 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
334,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคตะวันออก (สวนขนาดเล็ก),จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0713,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"334. | ผลปาลม์ทะลายสดภาคตะวันออก (สวนขนาดเล็ก) | จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0713 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
335,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคตะวันออก (สวนขนาดใหญ)่,จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ที่มากกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0848,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"335. | ผลปาลม์ทะลายสดภาคตะวันออก (สวนขนาดใหญ)่| จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทมี่ากกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0848 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
336,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคใตต้อนบน (สวนขนาดเล็ก),จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.061,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"336. | ผลปาลม์ทะลายสดภาคใตต้อนบน (สวนขนาดเล็ก) | จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.061 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
337,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคใตต้อนบน (สวนขนาดใหญ)่,จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ที่มากกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0626,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"337. | ผลปาลม์ทะลายสดภาคใตต้อนบน (สวนขนาดใหญ)่| จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทมี่ากกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0626 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
338,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันออก (สวนขนาดเล็ก),จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0808,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"338. | ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันออก (สวนขนาดเล็ก) | จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0808 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
339,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันออก (สวนขนาดใหญ)่,จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ที่มากกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0738,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"339. | ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันออก (สวนขนาดใหญ)่| จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทมี่ากกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0738 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
340,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันตก (สวนขนาดเล็ก),จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0729,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"340. | ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันตก (สวนขนาดเล็ก) | จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทนี่อ้ยกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0729 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
341,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันตก (สวนขนาดใหญ)่,จากการปลกูปาลม์นำ้มันทมี่ขีนาดพนื้ที่มากกวา่250 ไร; ่LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0841,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"341. | ผลปาลม์ทะลายสดภาคใตต้อนลา่งฝั่งตะวันตก (สวนขนาดใหญ)่| จากการปลกูปาลม์น้ำมันทมี่ขีนาดพนื้ทมี่ากกวา่250 ไร;่LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0841 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
342,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,นำ้มันปาลม์ดบิคา่เฉลยี่ประเทศไทย,จากกระบวนการสกัดนำ้มันปาลม์ผา่นการหบีนำ้มันแบบมาตรฐาน (Wet extraction); ข้อมลูจากโรงงานทัง้ทมี่แีละไมม่รีะบบผลิตกา๊ซชวีภาพ; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.9067,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"342. | น้ำมันปาลม์ดบิคา่เฉลยี่ประเทศไทย | จากกระบวนการสกัดน้ำมันปาลม์ผา่นการหบีน้ำมันแบบมาตรฐาน (Wet extraction); ข้อมลูจากโรงงานทัง้ทมี่แีละไมม่รีะบบผลิตก๊าซชวีภาพ; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.9067 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
343,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,นำ้มันปาลม์ดบิ; จากโรงงานทมี่รีะบบผลิติกา๊ซชวีภาพ,จากกระบวนการสกัดนำ้มันปาลม์ผา่นการหบีนำ้มันแบบมาตรฐาน (Wet extraction); LCIA method IPCC 2013 GWP 100a V1.03,kg,0.7564,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"343. | น้ำมันปาลม์ดบิ ; จากโรงงานทมี่รีะบบผลิตก๊าซชวีภาพ | จากกระบวนการสกัดน้ำมันปาลม์ผา่นการหบีน้ำมันแบบมาตรฐาน (Wet extraction); LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.7564 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
344,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,นำ้มันปาลม์ดบิ; จากโรงงานทไี่มมี่ระบบผลิติกา๊ซชวีภาพ,จากกระบวนการสกัดนำ้มันปาลม์ผา่นการหบีนำ้มันแบบมาตรฐาน (Wet extraction); LCIA method IPCC 2013 GWP 100a V1.03,kg,1.2482,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"344. | น้ำมันปาลม์ดบิ ; จากโรงงานทไี่มมี่ระบบผลิตก๊าซชวีภาพ | จากกระบวนการสกัดน้ำมันปาลม์ผา่นการหบีน้ำมันแบบมาตรฐาน (Wet extraction); LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.2482 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
345,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,กะลาปาลม์คา่เฉลยี่ประเทศไทย,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์ดบิ; ปันสว่นโดยพลังงาน; ข้อมลูจากโรงงานทงั้ทมี่แีละไมมี่ระบบผลิตกา๊ซชวีภาพ; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.3965,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"345. | กะลาปาลม์คา่เฉลยี่ประเทศไทย | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์ดบิ ; ปันสว่นโดยพลังงาน; ข้อมลูจากโรงงานทงั้ทมี่แีละไมมี่ระบบผลิตก๊าซชวีภาพ; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.3965 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
346,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,กะลาปาลม์; จากโรงงานทมี่รีะบบผลิติกา๊ซชวีภาพ,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์ดบิ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.321,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"346. | กะลาปาลม์; จากโรงงานทมี่รีะบบผลิตก๊าซชวีภาพ | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์ดบิ ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.321 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
347,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,กะลาปาลม์; จากโรงงานทไี่มม่รีะบบผลิติ,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์ดบิ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.5294,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"347. | กะลาปาลม์; จากโรงงานทไี่มม่รีะบบผลิต | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์ดบิ ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.5294 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
348,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,เมล็ดในปาลม์คา่เฉลยี่ประเทศไทย,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์ดบิ; ปันสว่นโดยพลังงาน; ข้อมลูจากโรงงานทงั้ทมี่แีละไมมี่ระบบผลิตกา๊ซชวีภาพ; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.6167,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"348. | เมล็ดในปาลม์คา่เฉลยี่ประเทศไทย | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์ดบิ ; ปันสว่นโดยพลังงาน; ข้อมลูจากโรงงานทงั้ทมี่แีละไมมี่ระบบผลิตก๊าซชวีภาพ; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.6167 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
349,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,เมล็ดในปาลม์; จากโรงงานทมี่รีะบบผลิติกา๊ซชวีภาพ,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์ดบิ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.5006,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"349. | เมล็ดในปาลม์; จากโรงงานทมี่รีะบบผลิตก๊าซชวีภาพ | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์ดบิ ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.5006 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
350,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,เมล็ดในปาลม์; จากโรงงานทไี่มมี่ระบบผลิติกา๊ซชวีภาพ,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์ดบิ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.8259,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"350. | เมล็ดในปาลม์; จากโรงงานทไี่มมี่ระบบผลิตก๊าซชวีภาพ | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์ดบิ ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.8259 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
351,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,นำ้มันปาลม์บรสิทุธิ์(RBDPO) คา่เฉลยี่ประเทศไทย,จากกระบวนการกลั่นบรสิทุธนิ์้ามันปาลม์ดบิ (Refine processing); LCIA method IPCC 2013 GWP 100a V1.03,kg,1.399,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"351. | น้ำมันปาลม์บรสิทุธิ์(RBDPO) คา่เฉลยี่ประเทศไทย | จากกระบวนการกลั่นบรสิทุธนิ์้ามันปาลม์ดบิ (Refine processing); LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.399 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
352,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,กรดไขมันปาลม์(PFAD) คา่เฉลยี่ประเทศไทย,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์บรสิทุธ; ิ์ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.4511,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"352. | กรดไขมันปาลม์(PFAD) คา่เฉลยี่ประเทศไทย | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์บรสิทุธ;ิ์ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.4511 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
353,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,นำ้มันปาลม์โอเลอนิ (Olein) คา่เฉลยี่ประเทศไทย,จากกระบวนการแยกสว่นนำ้มันปาลม์บรสิทุธิ์(Fractionation); LCIA method IPCC 2013 GWP 100a V1.03,kg,1.4124,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"353. | น้ำมันปาลม์โอเลอนิ (Olein) คา่เฉลยี่ประเทศไทย | จากกระบวนการแยกสว่นน้ำมันปาลม์บรสิทุธิ์(Fractionation); LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.4124 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
354,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ไขมันปาลม์(Strearin) คา่เฉลยี่ประเทศไทย,ผลิตภัณฑร์ว่มจากการผลิตนำ้มันปาลม์โอเลอนิ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.5328,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"354. | ไขมันปาลม์(Strearin) คา่เฉลยี่ประเทศไทย | ผลิตภัณฑร์ว่มจากการผลิตน้ำมันปาลม์โอเลอนิ ; ปันสว่นโดยพลังงาน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.5328 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
355,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,ไบโอดีเซลคา่เฉลยี่ประเทศไทย,จากโรงงานผลิตไบโอดีเซลทงั้ทมี่แีละไมมี่กระบวนการกลั่นบรสิทุธนิ์้ามันปาลม์ดบิหรอืมกีารผลิตปาลม์โอเลอนิหรอืผลิตภัณฑอ์นื่ๆรว่มดว้ย; LCIA method IPCC 2013 GWP 100a V1.03,kg,1.3571,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"355. | ไบโอดีเซลคา่เฉลยี่ประเทศไทย | จากโรงงานผลิตไบโอดีเซลทงั้ทมี่แีละไมมี่กระบวนการกลั่นบรสิทุธนิ์้ามันปาลม์ดบิหรอืมกีารผลิตปาลม์โอเลอนิหรอืผลิตภัณฑอ์นื่ๆรว่มดว้ย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.3571 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
356,9,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),,กลเีซอรนีคา่เฉลยี่ประเทศไทย,ผลิตภัณฑร์ว่มจากการผลิตไบโอดีเซล; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.8642,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"356. | กลเีซอรนีคา่เฉลยี่ประเทศไทย | ผลิตภัณฑร์ว่มจากการผลิตไบโอดีเซล; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.8642 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
357,11,กลุ่มอาหารสัตว์,,อาหารสกุรขนุ,ผลิตภัณฑอ์าหารสำเร็จรปูสกุรขนุเป็นอาหารสาหรับเลยี้งสกุรเพอื่ขายเนอื้ซงึ่จะใชระ้ยะเวลาการเลยี้งประมาณ 5 เดอืนหรอืถงึนำ้หนักประมาณ 90-110 กโิลกรัม; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.8659,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"357. | อาหารสกุรขนุ | ผลิตภัณฑอ์าหารสำเร็จรปูสกุรขนุเป็นอาหารสาหรับเลยี้งสกุรเพอื่ขายเนอื้ซงึ่จะใชระ้ยะเวลาการเลยี้งประมาณ 5 เดอืนหรอืถงึน้ำหนักประมาณ 90-110 กโิลกรัม; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.8659 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
358,11,กลุ่มอาหารสัตว์,,อาหารไกเ่นอื้ทมี่โีปรตนีจากเนอื้สัตว์เป็นองคป์ระกอบ,ผลิตภัณฑอ์าหารสำเร็จรปูสาหรับไกเ่นอื้ทมี่โีปรตนีจากสัตว์เป็นอาหารสัตวท์มี่สีารอาหารโปรตนีทัง้จากพชืและสัตวใ์ชสา้หรับเลยี้งไกเ่พอื่ขายเนอื้; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.8132,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"358. | อาหารไกเ่นอื้ทมี่โีปรตนีจากเนอื้สตัว์เป็นองคป์ระกอบ | ผลิตภัณฑอ์าหารสำเร็จรปูสาหรับไกเ่นอื้ทมี่โีปรตนีจากสัตว์เป็นอาหารสัตวท์มี่สีารอาหารโปรตนีทัง้จากพชืและสัตวใ์ชสา้หรับเลยี้งไกเ่พอื่ขายเนอื้; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.8132 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
359,11,กลุ่มอาหารสัตว์,,อาหารไกเ่นอื้ทไี่มม่โีปรตนีจากเนอื้สัตวเ์ป็นองคป์ระกอบ,ผลิตภัณฑอ์าหารสำเร็จรปูสาหรับไกเ่นอื้ทไี่มมี่โปรตนีจากสัตว์เป็นอาหารสัตวท์มี่สีารอาหารโปรตนีจากพชืเพยีงอยา่งเดยีวใชสา้หรับเลยี้งไก่เพอื่ขายเนอื้; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.9183,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"359. | อาหารไกเ่นอื้ทไี่มม่โีปรตนีจากเนอื้สัตวเ์ป็นองคป์ระกอบ | ผลิตภัณฑอ์าหารสำเร็จรปูสาหรับไกเ่นอื้ทไี่มมี่โปรตนีจากสัตว์เป็นอาหารสัตวท์มี่สีารอาหารโปรตนีจากพชืเพยีงอยา่งเดยีวใชสา้หรับเลยี้งไก่เพอื่ขายเนอื้; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.9183 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
360,11,กลุ่มอาหารสัตว์,,อาหารไกไ่ข่,ผลิตภัณฑอ์าหารสำเร็จรปูสาหรับไกไ่ข่ใชสา้หรับเลยี้งไกเ่พอื่ผลิตไข่ไกเ่ป็นหลัก; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.7083,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"360. | อาหารไกไ่ข่| ผลิตภัณฑอ์าหารสำเร็จรปูสาหรับไกไ่ข่ใชสา้หรับเลยี้งไกเ่พอื่ผลิตไข่ไกเ่ป็นหลัก; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.7083 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
361,11,กลุ่มอาหารสัตว์,,ถั่วเหลอืง,การผลิตถั่วเหลอืงชนดิสาหรับสกัดนำ้มัน; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.728,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"361. | ถั่วเหลอืง | การผลิตถั่วเหลอืงชนดิสาหรับสกัดน้ำมัน; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.728 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
